cases,error_cases,folded_case_rate,max_offset_m,median_known_rmse_m,median_max_offset_m,median_runtime_s,method,ok_cases,p90_max_offset_m,p95_max_offset_m,param_beam_width,param_constrained_iterations,param_constrained_known_weight,param_constrained_polish,param_final_visibility_weight,param_graph_upper_factor,param_graph_upper_sigma_m,param_graph_upper_slack_m,param_graph_upper_weight,param_hop_weight_base,param_iterations,param_known_weight,param_max_hops,param_missing_margin_m,param_missing_sigma_m,param_missing_weight,param_optimizer_seeds,param_radio_radius_m,param_relative_sigma,param_scaffold_weight,param_sdp_eps,param_sdp_max_iters,param_sdp_solver,param_seed_count,score,solver,under_1m,under_20cm,under_50cm
45,0,0.0,0.7318198268770597,0.037497192485777014,0.16644080408906797,4.301448400001391,branching_014,45,0.3268804440561448,0.4897356556411621,32,55,1.0,True,1.0,1.08,1.0,0.75,0.35,,45,,,0.0,0.75,4.0,16,8.0,,,,,,,0.6045278393511351,visibility_branching,1.0,0.6666666666666666,0.9555555555555556
45,0,0.0,0.7318198268770597,0.037497192485777014,0.16644080408906797,4.318474100000458,branching_017,45,0.3268804440561448,0.4897356556411621,32,55,1.0,True,1.0,1.0,1.0,1.5,0.35,,45,,,0.0,0.75,4.0,16,8.0,,,,,,,0.6045278393511351,visibility_branching,1.0,0.6666666666666666,0.9555555555555556
45,0,0.0,0.7318198268770597,0.037497192485777014,0.16644080408906797,4.33299579999948,branching_019,45,0.3268804440561448,0.4897356580396324,32,55,1.0,True,1.0,1.0,1.5,0.75,0.35,,45,,,0.0,0.75,4.0,16,8.0,,,,,,,0.6045278417496054,visibility_branching,1.0,0.6666666666666666,0.9555555555555556
45,0,0.0,0.7372051366575315,0.037497192485777014,0.16644080408906797,4.3116423999999824,branching_009,45,0.34971761779024724,0.4925393644624135,32,55,1.0,True,1.0,1.0,1.0,0.75,0.35,,45,,,0.0,1.0,4.0,16,8.0,,,,,,,0.6078700791504337,visibility_branching,1.0,0.6666666666666666,0.9555555555555556
45,0,0.0,1.1473402588811317,0.03776749683428938,0.16644083212169775,1.866521299998567,branching_031,45,0.4106639386060855,0.5199160769322366,32,55,1.0,False,1.0,0.98,1.0,0.5,0.1,,45,,,0.0,0.75,4.0,16,8.0,,,,,,,0.6762603108507743,visibility_branching,0.9777777777777777,0.6666666666666666,0.9333333333333333
45,0,0.0,1.1473402588811317,0.03776749683428938,0.1664408321936024,1.8247869000006176,branching_022,45,0.4106639386060855,0.5199160769322366,32,55,1.0,False,1.0,1.0,1.0,0.75,0.35,,45,,,0.0,0.75,4.0,16,8.0,,,,,,,0.6762603108687505,visibility_branching,0.9777777777777777,0.6666666666666666,0.9333333333333333
45,0,0.0,1.1473402588811317,0.03776749683428938,0.1664408321936024,1.8657123999983014,branching_029,45,0.4106639386060855,0.5199160769322366,32,55,1.0,False,1.0,0.98,1.0,1.0,1.0,,45,,,0.25,1.0,12.0,16,7.8,,,,,,,0.6762603108687505,visibility_branching,0.9777777777777777,0.6666666666666666,0.9333333333333333
45,0,0.0,1.1473402588811317,0.03776749683428938,0.1664408321936024,1.8882989000012458,branching_030,45,0.4106639386060855,0.5199160769322366,32,55,1.0,False,0.25,1.0,1.0,0.5,1.0,,45,,,0.0,0.75,4.0,16,8.2,,,,,,,0.6762603108687505,visibility_branching,0.9777777777777777,0.6666666666666666,0.9333333333333333
45,0,0.0,0.8328196914767642,0.037497192485777014,0.16644080408906797,4.342099299999973,branching_001,45,0.4490637743758673,0.5873205126980612,32,55,1.0,True,1.0,1.0,1.0,0.75,0.35,,45,,,0.0,0.75,4.0,16,7.8,,,,,,,0.7122126828680045,visibility_branching,1.0,0.6666666666666666,0.9111111111111111
45,0,0.0,0.8604513171197575,0.037497192485777014,0.16644080408906797,4.307396700001846,branching_003,45,0.4564570777198026,0.6075698287255739,32,55,1.0,True,1.0,1.0,1.0,0.75,0.35,,45,,,-0.25,0.75,4.0,16,8.0,,,,,,,0.7352251614598166,visibility_branching,1.0,0.6666666666666666,0.9111111111111111
45,0,0.0,0.7872821429040741,0.03749719248583084,0.16644111657428814,1.456438999997772,sdp_009,45,0.48368649313545864,0.6622910745666476,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.75,1.0,,8.0,,,0.0002,3000,SCS,,0.7826295680006271,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8655908256974032,0.037497192485777014,0.16644080408906797,4.317780800000037,branching_006,45,0.4517176484574712,0.6623025775955648,32,55,1.0,True,1.0,1.0,1.0,0.75,0.35,,45,,,0.0,0.75,1.0,16,8.0,,,,,,,0.7904718611875721,visibility_branching,1.0,0.6666666666666666,0.9111111111111111
45,0,0.0,0.794627084018612,0.03749719248582347,0.16644086124863983,1.5256621000007726,sdp_010,45,0.5055129098903501,0.6756678916563575,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.5,0.35,,8.0,,,0.0002,3000,SCS,,0.7967408153703787,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.7869276283280119,0.03749719248582368,0.16644935414142004,1.5355867999969632,sdp_004,45,0.4881630461870632,0.6782754727807712,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.25,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.7985805741489274,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.7980204575824982,0.0374971924858186,0.16644084531562933,1.5181402999987768,sdp_005,45,0.4996266715605536,0.6813908746138557,,55,,True,,1.0,1.0,0.75,0.15,,45,0.5,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8028031317010128,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.793424991265466,0.03749719248582349,0.16644129677246638,1.6005949999998847,sdp_002,45,0.48168644419927853,0.683286761646103,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.2,,,0.0002,3000,SCS,,0.8042395849657662,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.7861208033960485,0.03749719248578081,0.1664408447825049,1.5208444000018062,sdp_031,45,0.47187945909688755,0.6853107074514543,,55,,True,,1.08,0.75,1.0,0.15,,45,1.0,,0.0,0.5,1.0,,7.8,,,0.0002,3000,SCS,,0.8055329989866854,visibility_sdp,1.0,0.6666666666666666,0.9111111111111111
45,0,0.0,0.8146197067868822,0.03749719248581614,0.1664408686808214,1.5410004000004847,sdp_012,45,0.5058615525163385,0.7063178744695244,,55,,True,,1.0,1.0,0.75,0.05,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8293900623184179,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8146245109975677,0.03749719248581977,0.16644084412642304,1.5358528999968257,sdp_013,45,0.5254274110825762,0.7063174163985225,,55,,True,,1.0,1.0,0.75,0.5,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8293900785298851,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8146431022231202,0.037497192485816885,0.16644085188241126,1.5208089000007021,sdp_017,45,0.47932958027827177,0.7063175516593613,,55,,True,,1.0,1.0,0.5,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8293920748522762,visibility_sdp,1.0,0.6666666666666666,0.9111111111111111
45,0,0.0,0.8146399252607948,0.037497192485815574,0.16644084980036045,1.4981220000008761,sdp_014,45,0.5122106426828215,0.7063202801965288,,55,,True,,0.98,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8293944851726984,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8253497484979052,0.03749719248582436,0.1664408583159859,1.5317988999995578,sdp_018,45,0.5120356644798476,0.7063154057505554,,55,,True,,1.0,1.0,1.0,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8304605951793425,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8253573852851714,0.03749719248582347,0.16644085938847256,1.6039147000010416,sdp_000,45,0.5252269487836783,0.7063215124672626,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8304674658428979,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8253573852851714,0.03749719248582347,0.16644085938847256,1.499118299998372,sdp_020,45,0.5252279805171746,0.7063215124672626,,55,,True,,1.0,0.75,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8304674658428979,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8253573852851714,0.03749719248582347,0.16644085938847256,1.5179582999990089,sdp_021,45,0.5252253840897708,0.7063215124672626,,55,,True,,1.0,1.5,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8304674658428979,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.989969896142025,0.037497192485777014,0.16644080408906797,4.253378999997949,branching_005,45,0.4633167748315515,0.6951236506241275,32,55,1.0,True,1.0,1.0,1.0,0.75,0.35,,45,,,0.0,0.75,0.5,16,8.0,,,,,,,0.835730841260597,visibility_branching,1.0,0.6666666666666666,0.9111111111111111
45,0,0.0,0.8280347210597047,0.03749719248582347,0.1664408599499959,1.4908985000001849,sdp_011,45,0.5818287910564683,0.7199770124631576,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,1.0,0.35,,8.0,,,0.0002,3000,SCS,,0.844390699556627,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8246475198688279,0.03749719248582121,0.16644086307603423,1.5402655000034429,sdp_006,45,0.5342397399667326,0.7223659801028072,,55,,True,,1.0,1.0,0.75,0.15,,45,2.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8464409478586985,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.9083303523785364,0.0374971924857721,0.16644083220025702,1.3604584000022442,sdp_028,45,0.5362685510293792,0.717023201776509,,55,,False,,1.08,0.75,0.75,0.15,,45,0.5,,0.0,0.75,0.35,,8.2,,,0.0002,3000,SCS,,0.8494664450644269,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8362340957479841,0.03749719248582158,0.16644087100204732,1.5871451000020897,sdp_003,45,0.576804406542767,0.7305896374804423,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,-0.25,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8558232648057525,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.9113631586399152,0.037497192485772074,0.16644083221617118,1.3665113000024576,sdp_029,45,0.5627187744732032,0.7243509697970185,,55,,False,,1.04,1.0,0.75,0.15,,45,0.5,,0.0,0.75,0.1,,8.2,,,0.0002,3000,SCS,,0.8570974937150528,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8985041859875772,0.03749719248582205,0.16644086965909274,1.5984868000014103,sdp_001,45,0.549486298869858,0.7267092948524869,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,7.8,,,0.0002,3000,SCS,,0.8581699308660179,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.8387674602964861,0.037497192485819536,0.16644086115157797,1.5057151000000886,sdp_008,45,0.6135944069674053,0.7403615405277805,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.1,,8.0,,,0.0002,3000,SCS,,0.8658485018453235,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.998434479458768,0.03749719248581196,0.16644123820038156,1.514931700003217,sdp_015,45,0.5108894810475385,0.7352572489475193,,55,,True,,1.04,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8767110064434915,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.9984061353724678,0.03749719248579123,0.1664409652918218,1.5245246999984374,sdp_016,45,0.5267044970896165,0.7352740490108884,,55,,True,,1.08,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8767249038710907,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.9984022395584257,0.03749719248581067,0.1664411440259412,1.5160202000006393,sdp_019,45,0.5042705018223473,0.7352754685235618,,55,,True,,1.0,1.0,1.5,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.8767259784858897,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,0.910319218142497,0.0374971924857721,0.16644083300662846,1.4043772999975772,sdp_023,45,0.5818158542679459,0.7467908771855708,,55,,False,,0.98,0.75,0.5,0.15,,45,1.0,,0.0,0.5,0.1,,7.8,,,0.0002,3000,SCS,,0.8794330072514775,visibility_sdp,1.0,0.6666666666666666,0.8888888888888888
45,0,0.0,1.2533174975468246,0.037497192485776897,0.16644080583893917,4.141281300002447,branching_027,45,0.4797415765053837,0.7290500189565045,32,55,2.0,True,0.25,1.0,1.5,1.5,1.0,,45,,,-0.25,1.0,1.0,16,7.8,,,,,,,0.8959919701709218,visibility_branching,0.9555555555555556,0.6666666666666666,0.9111111111111111
45,0,0.0,1.449413877231967,0.037497192485772206,0.16644083215243793,1.3709080000007816,sdp_024,45,0.5416555275116969,0.7467908812828724,,55,,False,,1.04,1.0,1.5,0.15,,45,1.0,,0.25,0.5,1.0,,7.8,,,0.0002,3000,SCS,,0.9333424770441785,visibility_sdp,0.9777777777777777,0.6666666666666666,0.8888888888888888
45,0,0.0,1.033589752865103,0.03749719613633374,0.1664617531121019,0.48159410000153,graph_scaffold_base,45,0.41846767622812353,0.8299102601827486,,,,False,,,,,,1.4,45,,2,,,,,,0.3,2.0,,,,6,0.9748846737472844,graph_shortest,0.9777777777777777,0.6666666666666666,0.9111111111111111
45,0,0.022222222222222223,1.7943359629253932,0.037497192485772164,0.166440833200415,1.3999719999992521,sdp_022,45,0.527522353861296,0.7333531139596352,,55,,False,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.35,,8.0,,,0.0002,3000,SCS,,0.9988413629967227,visibility_sdp,0.9777777777777777,0.6666666666666666,0.8888888888888888
45,0,0.022222222222222223,1.8134342615479342,0.037497192485772095,0.16644083221061218,1.3922503999965556,sdp_030,45,0.637263037766751,0.7932772436817209,,55,,False,,1.04,1.5,1.5,0.5,,45,2.0,,0.25,1.0,0.03,,8.0,,,0.0002,3000,SCS,,1.0606753223336118,visibility_sdp,0.9777777777777777,0.6666666666666666,0.8888888888888888
45,0,0.022222222222222223,1.8973212164132365,0.037497192485772074,0.16644083259377163,1.3677692000019306,sdp_025,45,0.637263032333313,0.8351833066860701,,55,,False,,1.08,1.5,0.75,0.5,,45,2.0,,0.0,0.5,0.03,,7.8,,,0.0002,3000,SCS,,1.1109700809202812,visibility_sdp,0.9777777777777777,0.6666666666666666,0.8888888888888888
45,0,0.022222222222222223,2.406105218950717,0.03749719248581739,0.16644086953542755,1.5490785999973014,sdp_007,45,0.6363870721776673,0.810137118749727,,55,,True,,1.0,1.0,0.75,0.15,,45,1.0,,0.0,0.75,0.03,,8.0,,,0.0002,3000,SCS,,1.1368023024731,visibility_sdp,0.9555555555555556,0.6666666666666666,0.8888888888888888
45,0,0.022222222222222223,1.8621700473699099,0.037497192485772136,0.16644083222460496,1.3373184999982186,sdp_027,45,0.6372630378149287,1.4238470536593988,,55,,False,,1.04,0.75,1.5,0.15,,45,2.0,,0.0,1.0,0.03,,7.8,,,0.0002,3000,SCS,,1.6961187108969857,visibility_sdp,0.9333333333333333,0.6666666666666666,0.8888888888888888
