bucket,cases,error_cases,max_offset_m,median_known_rmse_m,median_max_offset_m,median_runtime_s,method,ok_cases,p90_max_offset_m,p95_known_rmse_m,p95_max_offset_m,solver,under_10cm,under_1m,under_20cm,under_2m,under_50cm,under_5cm
office_16_24,15,0,4.2844984730460585,0.03415264237083278,0.19725421702051715,1.736669300000358,sdp_004,15,0.4634242136344117,0.04526664825167481,1.6767746214340986,visibility_sdp,0.0,0.9333333333333333,0.5333333333333333,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,1.9088293056560808,0.034138653932816725,0.21326239430326993,1.714734100001806,sdp_005,15,0.45484105757166815,0.04527045099587557,0.954060190082141,visibility_sdp,0.0,0.9333333333333333,0.4,1.0,0.8666666666666667,0.0
office_16_24,15,0,1.3931977288064614,0.03410769570478069,0.21277473559734883,1.720066099998803,sdp_006,15,0.44167906777610977,0.045213181773970365,0.7840150621392548,visibility_sdp,0.0,0.9333333333333333,0.4,1.0,0.8666666666666667,0.0
office_16_24,15,0,4.346194120316465,0.03410769573292808,0.21277474149292785,1.7449345999993966,sdp_007,15,0.4416813282711338,0.04521318177657224,1.6699166135529038,visibility_sdp,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,1.1859820690488196,0.034138653750637384,0.2132623895114272,1.708514500001911,sdp_008,15,0.45484633601011404,0.04527045095198274,0.7372121800101052,visibility_sdp,0.0,0.9333333333333333,0.4,1.0,0.8666666666666667,0.0
office_16_24,15,0,4.293443964925853,0.03423205120505126,0.21713555295349687,1.705463599999348,sdp_009,15,0.46149229309730444,0.045442719958469636,1.6772043626644075,visibility_sdp,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,4.293443964925853,0.03410609304013673,0.21270119138305854,1.6592099000008602,sdp_010,15,0.44870640590954247,0.045210211586777564,1.6622874931119962,visibility_sdp,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,1.3910090260401229,0.034114021117732,0.21292879228825043,1.7338725000008708,sdp_011,15,0.4477040772022871,0.04522489600848706,0.7903876294911796,visibility_sdp,0.0,0.9333333333333333,0.4,1.0,0.8666666666666667,0.0
office_16_24,15,0,1.106867500614415,0.03411402103025348,0.21292879420572558,1.6845219000024372,sdp_012,15,0.44770409868127126,0.04522489601450732,0.7051451920130993,visibility_sdp,0.0,0.9333333333333333,0.4,1.0,0.8666666666666667,0.0
office_16_24,15,0,1.1713224202276609,0.0341140211519733,0.2129287981082135,1.6865084999990358,sdp_013,15,0.447704318030817,0.045224896011266655,0.7244819346179154,visibility_sdp,0.0,0.9333333333333333,0.4,1.0,0.8666666666666667,0.0
office_16_24,15,0,0.5329780593119288,0.034114021136911234,0.2129287879842354,1.6837941000012506,sdp_014,15,0.4043800622317151,0.04522489601368999,0.4824336499211773,visibility_sdp,0.0,1.0,0.4,1.0,0.9333333333333333,0.0
